what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034368161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034371007
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034378374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034380983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034381083
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034399575
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034404657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034404773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034409785
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034434379
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034438892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034450879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034494377
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034515504
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034553720
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034579503
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034582351
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034583844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034585950
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034592412
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1319034593945
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034615208
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034623365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034634420
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1319034634545
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1319034634569
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034641483
activated,editor,org.eclipse.emf.ecore.editor,2.6.0.v20100914-1218,"org.eclipse.emf.ecore.presentation.EcoreEditorID",1319034660689
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1319034660781
